name,url,neighborhood,cuisine,review_count,time_window
"Kombu Kitchen","http://www.opentable.com/kombu-kitchen?p=4&sd=2014-11-14 19:30&rid=49423&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 19:00:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Contemporary American","33 reviews",0:00
"25 Lusk","http://www.opentable.com/25-lusk?p=4&sd=2014-11-14 19:30&rid=49783&pt=100,100,100,100,100&d=,,11/14/2014 21:00:00,,11/14/2014 21:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Contemporary American","98 reviews",4:01
"Bistro Aix - SF","http://www.opentable.com/bistro-aix-sf?p=4&sd=2014-11-14 19:30&rid=52243&pt=100,100,100,100,100&d=11/14/2014 17:30:00,,11/14/2014 21:00:00,,11/14/2014 21:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","French American","72 reviews",4:01
"Bissap and Little Baobab","http://www.opentable.com/bissap-and-little-baobab?p=4&sd=2014-11-14 19:30&rid=54022&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","African","48 reviews",0:00
"Clay Oven on Haight","http://www.opentable.com/clay-oven-on-haight?p=4&sd=2014-11-14 19:30&rid=68089&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Haight","Indian","",0:00
"Limon Rotisserie – Bay View","http://www.opentable.com/limon-rotisserie-bay-view?p=4&sd=2014-11-14 19:30&rid=76462&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Bayview","Peruvian","16 reviews",0:00
"Thai House 530","http://www.opentable.com/thai-house-530?p=4&sd=2014-11-14 19:30&rid=77356&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Thai","7 reviews",0:00
"Sanraku Metreon","http://www.opentable.com/sanraku-metreon?p=4&sd=2014-11-14 19:30&rid=88192&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Sushi","29 reviews",0:00
"The Vestry","http://www.opentable.com/the-vestry?p=4&sd=2014-11-14 19:30&rid=107224&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Californian","54 reviews",0:00
"Bobo's","http://www.opentable.com/bobos?p=4&sd=2014-11-14 19:30&rid=2776&pt=100,100,100,100,100&d=11/14/2014 18:00:00,,11/14/2014 20:30:00,11/14/2014 17:45:00,11/14/2014 20:45:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Steak","131 reviews",2:30
"Magic Flute","http://www.opentable.com/magic-flute?p=4&sd=2014-11-14 19:30&rid=3723&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Pacific Heights","Californian","59 reviews",0:00
"Burritt Room & Tavern - Mystic Hotel","http://www.opentable.com/burritt-room-and-tavern-mystic-hotel?p=4&sd=2014-11-14 19:30&rid=83242&pt=100,100,100,1000,1000&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:00:00,11/14/2014 21:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","American","49 reviews",0:00
"Mazza Luna","http://www.opentable.com/mazza-luna?p=4&sd=2014-11-14 19:30&rid=115978&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Lebanese","25 reviews",0:00
"Bodega Bistro","http://www.opentable.com/bodega-bistro?p=4&sd=2014-11-14 19:30&rid=145351&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Vietnamese","4 reviews",0:00
"Namu Gaji","http://www.opentable.com/namu-gaji?p=4&sd=2014-11-14 19:30&rid=148555&pt=100,100,100,100,100&d=11/14/2014 17:15:00,,11/14/2014 22:00:00,11/14/2014 17:00:00,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Californian","99 reviews",4:46
"Elite Cafe","http://www.opentable.com/elite-cafe?p=4&sd=2014-11-14 19:30&rid=5343&pt=100,100,100,1000,1000&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 17:15:00,11/14/2014 21:45:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Pacific Heights","Creole / Cajun / Southern","80 reviews",0:00
"Hops & Hominy","http://www.opentable.com/hops-and-hominy?p=4&sd=2014-11-14 19:30&rid=75937&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Southern","151 reviews",0:00
"Sri Thai","http://www.opentable.com/sri-thai?p=4&sd=2014-11-14 19:30&rid=88771&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Sunset District","Thai","2 reviews",0:00
"Ala Romana","http://www.opentable.com/ala-romana?p=4&sd=2014-11-14 19:30&rid=107848&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Nob Hill","Contemporary Italian","42 reviews",0:00
"CDXX","http://www.opentable.com/cdxx?p=4&sd=2014-11-14 19:30&rid=136063&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Bayview","Contemporary American","8 reviews",0:00
"HECHO","http://www.opentable.com/hecho-castro?p=4&sd=2014-11-14 19:30&rid=152791&pt=100,100,100,100,100&d=11/14/2014 19:00:00,,11/14/2014 21:00:00,11/14/2014 18:30:00,11/14/2014 21:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Castro","Mexican","",2:00
"ANZU","http://www.opentable.com/anzu?p=4&sd=2014-11-14 19:30&rid=141&pt=1000,1000,1000,1000,1000&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Californian","146 reviews",0:00
"Scala's Bistro","http://www.opentable.com/scalas-bistro?p=4&sd=2014-11-14 19:30&rid=159&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Italian","329 reviews",0:00
"Kuleto's","http://www.opentable.com/kuletos?p=4&sd=2014-11-14 19:30&rid=169&pt=100,100,100,100,1000&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 19:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Italian","347 reviews",0:00
"Puccini & Pinetti","http://www.opentable.com/puccini-and-pinetti?p=4&sd=2014-11-14 19:30&rid=924&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Italian","120 reviews",0:00
"Palomino - San Francisco","http://www.opentable.com/palomino-san-francisco?p=4&sd=2014-11-14 19:30&rid=1101&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","American","137 reviews",0:00
"Bella Trattoria Italiana","http://www.opentable.com/bella-trattoria-italiana?p=4&sd=2014-11-14 19:30&rid=1342&pt=100,100,100,100,1000&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 21:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Italian","112 reviews",0:00
"Gaspar Brasserie","http://www.opentable.com/gaspar-brasserie?p=4&sd=2014-11-14 19:30&rid=144124&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","French","136 reviews",0:00
"Kin Khao","http://www.opentable.com/kin-khao?p=4&sd=2014-11-14 19:30&rid=144916&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 19:45:00,11/14/2014 18:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Thai","253 reviews",0:30
"Daily Grill - San Francisco","http://www.opentable.com/daily-grill-san-francisco?p=4&sd=2014-11-14 19:30&rid=1950&pt=100,100,100,100,100&d=11/14/2014 17:00:00,,,,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","American","20 reviews",5:02
"Hana Zen Yakitori & Sushi Bar","http://www.opentable.com/hana-zen-yakitori-and-sushi-bar?p=4&sd=2014-11-14 19:30&rid=2340&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Japanese","18 reviews",0:00
"Biscuits and Blues","http://www.opentable.com/biscuits-and-blues?p=4&sd=2014-11-14 19:30&rid=2474&pt=100,100,100,100,100&d=11/14/2014 19:00:00,,11/14/2014 21:30:00,11/14/2014 18:30:00,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Southern","118 reviews",3:01
"Park Chalet","http://www.opentable.com/park-chalet?p=4&sd=2014-11-14 19:30&rid=3035&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Sunset District","Californian","24 reviews",0:00
"Ruth's Chris Steak House - San Francisco","http://www.opentable.com/ruths-chris-steak-house-san-francisco?p=4&sd=2014-11-14 19:30&rid=3099&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Steak","108 reviews",0:00
"B44","http://www.opentable.com/b44?p=4&sd=2014-11-14 19:30&rid=3598&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Spanish","83 reviews",0:00
"Chou Chou Bistro","http://www.opentable.com/chou-chou-bistro?p=4&sd=2014-11-14 19:30&rid=3600&pt=1000,1000,1000,1000,1000&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Forest Hill / West Portal","Contemporary French","57 reviews",0:00
"Plouf","http://www.opentable.com/plouf?p=4&sd=2014-11-14 19:30&rid=3604&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","French","89 reviews",0:00
"Sens Restaurant","http://www.opentable.com/sens-restaurant?p=4&sd=2014-11-14 19:30&rid=4375&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Mediterranean","88 reviews",0:00
"Ristorante Milano","http://www.opentable.com/ristorante-milano?p=4&sd=2014-11-14 19:30&rid=4379&pt=100,100,100,100,100&d=11/14/2014 19:00:00,,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Russian Hill","Italian","88 reviews",1:00
"The Richmond","http://www.opentable.com/the-richmond?p=4&sd=2014-11-14 19:30&rid=4887&pt=100,100,100,100,100&d=11/14/2014 19:00:00,,11/14/2014 20:00:00,11/14/2014 17:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Contemporary American","42 reviews",1:00
"Nojo","http://www.opentable.com/nojo?p=4&sd=2014-11-14 19:30&rid=149827&pt=100,100,100,100,100&d=,,11/14/2014 20:00:00,,11/14/2014 21:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Japanese","21 reviews",3:01
"Franciscan Crab Restaurant","http://www.opentable.com/franciscan-crab-restaurant?p=4&sd=2014-11-14 19:30&rid=6756&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Fisherman's Wharf","Seafood","195 reviews",0:00
"Capurro's","http://www.opentable.com/capurros?p=4&sd=2014-11-14 19:30&rid=7285&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Fisherman's Wharf","Seafood","19 reviews",0:00
"New Delhi Restaurant","http://www.opentable.com/new-delhi-restaurant?p=4&sd=2014-11-14 19:30&rid=7547&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Indian","10 reviews",0:00
"Fresca - Fillmore","http://www.opentable.com/fresca-fillmore?p=4&sd=2014-11-14 19:30&rid=10870&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Pacific Heights","Peruvian","81 reviews",0:00
"Fresca - 24th Street","http://www.opentable.com/fresca-24th-street?p=4&sd=2014-11-14 19:30&rid=10873&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Noe Valley","Peruvian","63 reviews",0:00
"North India Restaurant","http://www.opentable.com/north-india-restaurant?p=4&sd=2014-11-14 19:30&rid=136987&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Indian","9 reviews",0:00
"Spruce","http://www.opentable.com/spruce?p=4&sd=2014-11-14 19:30&rid=13591&pt=100,100,100,100,100&d=,,11/14/2014 21:15:00,,11/14/2014 21:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Presidio Heights","American","230 reviews",4:16
"Jackson Fillmore Trattoria","http://www.opentable.com/jackson-fillmore-trattoria?p=4&sd=2014-11-14 19:30&rid=15406&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Pacific Heights","Italian","68 reviews",0:00
"Epic Roasthouse","http://www.opentable.com/epic-roasthouse?p=4&sd=2014-11-14 19:30&rid=17032&pt=100,100,100,100,100&d=11/14/2014 18:30:00,,11/14/2014 20:45:00,11/14/2014 18:15:00,11/14/2014 21:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Steakhouse","266 reviews",2:15
"Luce","http://www.opentable.com/luce-san-francisco?p=4&sd=2014-11-14 19:30&rid=18073&pt=100,100,100,100,1000&d=11/14/2014 18:45:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:30:00,11/14/2014 20:45:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Contemporary American","76 reviews",0:00
"Local Kitchen & Wine Merchant","http://www.opentable.com/local-kitchen-and-wine-merchant?p=4&sd=2014-11-14 19:30&rid=18424&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Italian","79 reviews",0:00
"Perry's - Embarcadero","http://www.opentable.com/perrys-embarcadero?p=4&sd=2014-11-14 19:30&rid=25789&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","American","26 reviews",0:00
"India Clay Oven Restaurant and Bar - Richmond District","http://www.opentable.com/india-clay-oven-restaurant-and-bar-richmond-district?p=4&sd=2014-11-14 19:30&rid=29863&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Indian","3 reviews",0:00
"Beso","http://www.opentable.com/beso?p=4&sd=2014-11-14 19:30&rid=145426&pt=100,100,100,100,100&d=11/14/2014 18:00:00,,11/14/2014 22:00:00,11/14/2014 17:45:00,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Spanish","115 reviews",4:01
"The Plant - Cafe Organic","http://www.opentable.com/the-plant-cafe-organic?p=4&sd=2014-11-14 19:30&rid=36664&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Organic","184 reviews",0:00
"Radius - San Francisco","http://www.opentable.com/radius-san-francisco?p=4&sd=2014-11-14 19:30&rid=40990&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Californian","55 reviews",0:00
"Paragon Restaurant & Bar - San Francisco","http://www.opentable.com/paragon-restaurant-and-bar-san-francisco?p=4&sd=2014-11-14 19:30&rid=8052&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Gastro Pub","48 reviews",0:00
"Nob Hill Grille","http://www.opentable.com/nob-hill-grille-san-francisco?p=4&sd=2014-11-14 19:30&rid=113248&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Nob Hill","Comfort Food","39 reviews",0:00
"Nico","http://www.opentable.com/nico-san-francisco?p=4&sd=2014-11-14 19:30&rid=114151&pt=100,100,100,100,100&d=11/14/2014 17:45:00,,11/14/2014 21:30:00,,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Presidio Heights","Modern European","100 reviews",5:02
"Globe","http://www.opentable.com/globe?p=4&sd=2014-11-14 19:30&rid=13114&pt=100,100,100,100,100&d=11/14/2014 19:00:00,,11/14/2014 20:00:00,11/14/2014 18:45:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Californian","19 reviews",1:00
"mrCrave / bistro + cafe","http://www.opentable.com/mrcrave-bistro-and-cafe?p=4&sd=2014-11-14 19:30&rid=112807&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","American","1 review",0:00
"Vicoletto","http://www.opentable.com/vicoletto?p=4&sd=2014-11-14 19:30&rid=15823&pt=100,100,100,100,100&d=11/14/2014 18:30:00,,11/14/2014 20:00:00,11/14/2014 18:15:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Italian","51 reviews",1:30
"The Brick Yard","http://www.opentable.com/the-brick-yard?p=4&sd=2014-11-14 19:30&rid=47869&pt=100,100,100,100,100&d=11/14/2014 19:00:00,,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Californian","6 reviews",1:00
"Saffron 685 Mediterranean Turkish Cuisine","http://www.opentable.com/saffron-685-mediterranean-turkish-cuisine?p=4&sd=2014-11-14 19:30&rid=110689&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Mediterranean","7 reviews",0:00
"Craw Station","http://www.opentable.com/craw-station?p=4&sd=2014-11-14 19:30&rid=111319&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Sunset District","Seafood","24 reviews",0:00
"1300 on Fillmore","http://www.opentable.com/1300-on-fillmore?p=4&sd=2014-11-14 19:30&rid=16609&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Pacific Heights","American","108 reviews",0:00
"Fish & Farm","http://www.opentable.com/fish-and-farm?p=4&sd=2014-11-14 19:30&rid=17245&pt=1000,100,1000,1000,1000&d=11/14/2014 19:15:00,,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","American","74 reviews",0:30
"Pacific Catch - Sunset District","http://www.opentable.com/pacific-catch-sunset-district?p=4&sd=2014-11-14 19:30&rid=18013&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Sunset District","Seafood","59 reviews",0:00
"La Ciccia","http://www.opentable.com/la-ciccia?p=4&sd=2014-11-14 19:30&rid=20233&pt=100,100,100,100,100&d=,,11/14/2014 21:30:00,,11/14/2014 21:45:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Noe Valley","Italian","153 reviews",4:31
"Fishermen's Grotto #9","http://www.opentable.com/fishermens-grotto-no-9?p=4&sd=2014-11-14 19:30&rid=22792&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Fisherman's Wharf","Seafood","17 reviews",0:00
"Rocco's Cafe","http://www.opentable.com/roccos-cafe?p=4&sd=2014-11-14 19:30&rid=22888&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Italian","50 reviews",0:00
"Amber India","http://www.opentable.com/amber-india-san-francisco?p=4&sd=2014-11-14 19:30&rid=24886&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:45:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Indian","195 reviews",0:00
"DOSA on Fillmore","http://www.opentable.com/dosa-on-fillmore?p=4&sd=2014-11-14 19:30&rid=25303&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Pacific Heights","Indian","263 reviews",0:00
"Bambino's Ristorante","http://www.opentable.com/bambinos-ristorante?p=4&sd=2014-11-14 19:30&rid=25576&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:45:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Cole Valley","Italian","40 reviews",0:00
"Mochica","http://www.opentable.com/mochica?p=4&sd=2014-11-14 19:30&rid=25618&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Potrero Hill / Dogpatch","Peruvian","19 reviews",0:00
"Chotto","http://www.opentable.com/chotto?p=4&sd=2014-11-14 19:30&rid=26812&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Japanese","33 reviews",0:00
